,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,Other_B,acer,AMD,Intel,M1,MediaTek,Qualcomm,Celeron Dual,Core i3,Core i5,Core i7,Core i9,M1,Other_P,Pentium Quad,Ryzen 3,Ryzen 5,Ryzen 7,Ryzen 9,DOS,Mac,Windows
402,11,3,1,7,0,1,2,1.5,16,1,1,1,82990,94600,12,4.5,21,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
403,11,3,1,7,0,1,0,1,,0,1,0,109999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
404,11,3,1,7,0,1,0,1,16,1,1,1,82990,117490,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
405,11,3,1,7,0,1,2,1.5,,1,1,1,79990,88600,9,4.8,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
406,11,3,5,7,0,1,0,1.5,16,1,1,0,114990,140990,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
407,11,3,5,7,0,1,0,1.5,16,1,1,0,129999,155436,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
408,8,3,2,7,0,0,6,1.5,,0,0,0,149990,169990,11,4.1,10,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
409,11,3,1,7,0,1,2,1.5,16,0,0,0,71290,95136,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
410,10,3,1,7,0,1,0,1,,1,0,1,79500,99433,20,4.3,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
411,10,3,1,7,0,1,2,1.5,,1,0,1,82990,107786,23,3.7,15,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
412,11,3,1,7,0,1,2,1.5,,1,0,1,70980,76094,6,4.4,138,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
413,11,3,5,7,0,1,0,1.5,,1,1,0,99990,122990,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
414,11,3,1,7,0,0,0,1.5,,0,0,0,94000,98000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
415,11,3,1,7,0,1,2,1.5,16,0,1,0,82990,94890,12,4.4,16,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
416,11,3,5,7,0,1,0,1.5,16,1,0,0,79990,93489,14,4.9,11,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
417,8,3,1,7,0,1,0,1,,0,0,0,85990,88990,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
418,10,3,1,7,0,1,2,1.5,,0,0,0,86990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
419,10,3,3,7,0,1,2,1.5,,1,0,1,105990,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
420,10,3,3,7,0,1,0,1.5,,0,0,0,84990,141990,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
421,8,3,1,7,0,1,2,1.5,,1,0,1,59999,80000,25,4.4,22,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
422,11,3,1,7,0,1,0,1.5,16,1,0,1,91999,92000,0,4.6,16,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
423,11,3,1,7,0,1,0,1.5,16,1,1,1,78900,84900,7,3.6,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
424,10,3,3,7,0,1,0,1.5,,0,0,0,132790,172990,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
425,11,0,1,7,0,1,0,1,14,0,0,0,55990,82990,32,4.1,117,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
426,11,3,1,7,0,1,4,2.5,15.6,0,0,0,60990,93690,34,3.9,14,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
427,7,3,1,7,0,1,0,1,13.3,0,0,0,65556,79990,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
428,11,0,1,7,0,1,0,1,15.6,0,0,0,70190,90783,22,3.5,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,11,3,1,7,0,1,2,1.5,14,1,1,0,79590,106082,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
430,7,3,1,7,0,1,0,1,13.3,0,0,0,65556,79990,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
431,11,3,1,7,0,1,4,1.5,15.6,1,0,0,76990,105990,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
432,11,3,1,7,0,1,0,1,14,0,0,0,52790,82990,36,4,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
433,7,3,1,7,0,1,0,1,13.3,0,0,0,65556,79990,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
434,8,3,1,7,0,1,0,1,14,0,0,0,44990,76990,41,3.4,17,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
435,11,3,1,7,0,1,0,1.5,13.3,1,1,1,84990,115990,26,3.9,17,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
436,10,3,1,7,0,1,2,1.5,14,1,1,1,86999,109000,20,4.7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
437,11,0,1,7,0,1,2,1.5,15.6,1,0,0,78000,89000,12,4.4,512,85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
438,8,3,1,7,0,1,0,1,14,0,0,0,73063,76990,5,3.4,17,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
439,8,3,1,7,0,1,0,1,14,0,0,0,73063,76990,5,3.4,17,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
440,11,0,1,7,0,1,4,1.5,14,1,0,1,100990,113000,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
441,8,3,1,7,0,1,0,1,13.3,1,0,1,74990,83458,10,3.3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
442,10,3,1,7,0,1,4,1.5,15.6,0,0,0,75990,101990,25,4.6,1365,137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
443,11,3,1,7,0,0,2,1.5,15.6,1,0,1,84086,0,0,3.5,8,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
444,11,3,1,1,0,1,4,2.5,15.6,0,0,0,75990,116990,35,4.5,368,48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
445,11,3,1,1,0,1,4,2.5,17.3,1,0,1,77990,115990,32,4.4,202,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
446,10,3,1,1,0,1,4,1.5,15.6,1,0,0,77990,149990,48,4.5,187,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
447,10,0,5,1,0,1,0,1.5,13,1,0,0,179990,194900,7,4.7,31,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
448,10,0,5,1,0,1,0,1.5,13,1,0,0,179990,194900,7,4.8,91,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
449,10,3,1,1,0,1,4,1.5,,0,0,0,82990,107990,23,4.5,844,118,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
450,11,3,1,1,0,1,4,1.5,16,1,0,0,87990,126990,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
451,11,3,1,1,0,1,4,1.5,,0,0,0,84500,105000,19,4.3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
452,11,3,5,1,0,1,0,1,13.3,0,0,0,74190,83417,11,4.5,21,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
453,11,3,1,1,0,1,0,1,13.3,1,0,1,64990,121608,46,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
454,10,3,1,7,3,1,0,1,16,3,1,0,155411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
455,10,3,1,7,3,1,0,1,,3,1,0,125394,146680,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
456,11,3,1,0,1,1,0,1.5,15.6,0,0,0,49990,65999,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
457,11,3,1,0,1,1,0,1,14,1,0,0,46990,56999,17,3.8,253,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
458,11,3,1,0,1,1,0,1,14,1,0,1,48990,70286,30,3.6,470,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
459,8,3,1,0,1,1,2,1.5,,1,0,1,59999,62511,4,4.1,118,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
460,10,3,1,0,1,1,0,1,,1,0,0,46990,55990,16,4,1444,179,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
461,10,3,1,0,1,1,4,1.5,,2,0,0,52990,72990,27,4.1,1114,137,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
462,7,3,1,0,1,0,2,1.5,,0,0,0,57999,82999,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
463,4,3,0,0,1,1,0,1.5,,0,0,0,52490,0,0,3.8,78,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
464,8,3,1,0,1,1,4,1.5,,1,0,0,56990,62594,8,4,21,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
465,8,3,1,0,1,1,2,1,,1,0,0,61990,62549,0,4.1,73,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
466,11,3,1,0,1,0,0,1.5,,0,0,0,58090,59990,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
467,10,3,1,0,1,1,0,1.5,,0,0,0,56990,70990,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
468,8,3,1,0,1,1,0,1,,1,0,0,61597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
469,8,3,1,0,1,1,0,1,,0,0,0,81990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
470,10,3,1,0,1,1,0,1.5,,0,0,0,61249,68990,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
471,11,3,1,0,1,0,0,1.5,,0,0,0,58990,68900,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
472,10,3,1,0,1,1,2,1.5,,0,0,0,83990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
473,10,3,4,0,3,0,6,1.5,,0,0,0,291190,330990,12,4.6,7,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
474,10,3,4,0,3,0,6,1.5,,0,0,0,145990,0,0,4.5,715,106,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
475,10,3,4,0,3,0,8,1.5,,0,0,0,179990,201990,10,4.4,24,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
476,8,3,1,0,1,1,2,1.5,15.6,1,0,1,64990,68270,4,4.3,23,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
477,8,3,1,0,1,1,0,1.5,15.6,1,0,0,46790,50190,6,4.2,3062,325,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
478,7,2,1,0,1,1,0,1.5,15.6,1,0,0,44599,0,0,4.1,122,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
479,8,3,1,0,1,1,2,1.5,15.6,1,0,0,72964,73199,0,4.2,18,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
480,10,3,1,0,1,0,0,1.5,15.6,1,0,1,48790,54786,10,3.4,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
481,10,3,1,0,1,1,2,1.5,15.6,1,0,0,56491,0,0,3.2,30,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
482,11,3,1,4,1,0,0,1.5,15.6,1,0,1,50990,70990,28,4.3,1188,127,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
483,10,3,1,4,1,1,4,2.5,15.6,0,0,0,55990,81990,31,4.5,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
484,11,3,1,4,1,1,0,1.5,15.6,1,0,0,57990,69999,17,4.6,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
485,11,3,1,4,1,1,0,1.5,15.6,1,0,0,52990,72990,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
486,11,3,1,4,1,1,0,1.5,15.6,1,0,0,57990,74833,22,4.2,47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
487,11,3,1,4,1,1,0,1,15.6,1,0,0,56990,64999,12,4,27,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
488,11,3,1,4,1,1,0,1.5,14,0,0,0,55490,60000,7,3.8,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
489,11,3,1,4,1,1,2,1.5,15.6,1,0,0,62490,86199,27,3.9,157,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
490,11,0,1,4,1,1,0,1.5,15.6,1,0,0,64990,85990,24,4.7,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
491,11,3,1,4,1,1,2,1.5,15.6,1,0,1,59990,93690,35,4.3,52,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
492,11,3,1,4,1,1,2,1.5,15.6,1,0,1,60190,78990,23,4.4,33,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
493,9,3,1,4,1,1,4,2.5,15.6,0,0,0,54490,77990,30,4.3,343,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
494,9,3,1,4,1,1,4,1.5,15.6,1,0,1,60990,86690,29,4.3,131,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
495,11,2,1,4,1,1,0,1,14.9,1,0,1,55790,60078,7,4.2,41,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
496,11,0,1,4,1,1,0,1.5,15.6,1,0,1,64990,85990,24,4.3,328,51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
497,11,0,1,4,1,1,0,1,17.3,0,0,0,58990,85990,31,4.8,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
498,11,3,1,4,1,1,0,1,14,1,0,1,54990,80284,31,3.8,353,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
499,11,3,1,4,1,1,4,2.5,15.6,1,0,1,71990,87717,17,4.3,127,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
500,11,3,1,4,1,1,2,1.5,15.6,1,0,0,69900,87320,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
501,11,3,1,4,1,1,2,1.5,15.6,1,0,1,65990,99290,33,4.2,241,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
502,11,3,1,4,1,1,0,1.5,,1,0,0,49990,72990,31,3.9,22,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
503,11,3,1,4,1,1,0,1,,1,0,1,58990,74066,20,4,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
504,10,3,1,4,1,1,4,2.5,,0,0,0,74590,109990,32,4.4,898,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
505,10,3,1,4,1,0,2,1.5,,0,0,0,58990,67990,13,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
506,11,3,1,4,1,1,0,1.5,,1,0,0,64990,81990,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
507,11,3,1,4,1,1,2,1.5,,0,0,0,66490,88519,24,3.8,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
508,10,3,1,4,1,1,4,1.5,,0,0,0,77900,82300,5,4.3,179,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
509,11,3,1,4,1,1,2,1.5,,0,0,0,67490,82600,18,3.8,41,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
510,11,3,1,4,1,1,0,1,,1,0,1,61990,68900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
511,11,3,1,4,1,1,0,1.5,,1,0,1,58990,61990,4,4.3,114,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
512,10,3,1,4,1,1,4,2.5,,0,0,0,74999,75500,0,4.3,268,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
513,11,3,1,4,1,1,0,1.5,,1,0,1,68900,78999,12,5,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
514,11,3,1,4,1,1,2,1.5,15.6,0,0,0,71695,75732,5,4.2,153,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
515,11,0,1,4,1,1,0,1.5,14,0,0,0,62490,85000,26,3.4,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
516,8,3,1,0,2,1,2,1.5,15.6,1,0,1,62317,0,0,4,377,53,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
517,10,3,4,0,3,0,8,1.5,,0,0,0,207290,235990,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
518,8,0,1,4,0,1,4,1.5,,1,0,1,87990,88532,0,4.1,120,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
519,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
520,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
521,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
522,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
523,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
524,8,3,1,4,0,1,0,1,14,0,0,0,73990,79990,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
525,10,0,1,7,0,1,0,1.5,15.6,1,0,0,57990,80990,28,4.3,76,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
526,10,3,1,7,0,1,4,2.5,15.6,0,0,0,61990,88990,30,4.5,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
527,10,0,1,7,0,1,4,1.5,15.6,2,0,0,79990,95990,16,4.5,484,56,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
528,10,3,1,7,0,1,4,2.5,15.6,1,0,1,68990,99290,30,4.5,44,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
529,10,3,1,7,0,1,2,1.5,14,1,0,0,59490,65999,9,4.2,399,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
530,11,0,1,7,0,1,0,1.5,14,1,1,1,85990,125890,31,4.4,77,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
531,11,0,1,7,0,1,4,1.5,15.6,1,0,1,99990,153490,34,4.4,11,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
532,10,0,5,7,0,1,8,1.5,14,0,0,0,54990,69999,21,4.3,57,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
533,11,3,1,7,0,1,0,1.5,14,1,0,1,77990,96990,19,4.3,21,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
534,11,3,1,7,0,1,4,2.5,15.6,0,0,0,79990,118890,32,4,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
535,11,0,1,7,0,1,4,1.5,15.6,1,0,1,93190,118776,21,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
536,11,0,5,7,0,1,0,1.5,13.3,1,0,1,94990,122990,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
537,11,0,1,7,0,1,0,1.5,14,3,1,1,84990,109696,22,4.5,13,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
